country_region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
France,2020-06-16,-17,-3,36,-28,-30,10
France,2020-06-17,-22,-4,25,-30,-29,9
France,2020-06-18,-19,-3,33,-30,-30,9
France,2020-06-19,-17,-4,44,-27,-30,9
France,2020-06-20,-21,-5,62,-18,3,1
France,2020-06-21,-11,4,58,-18,20,-2
France,2020-06-22,-13,-3,74,-26,-32,7
France,2020-06-23,-12,0,85,-24,-30,7
France,2020-06-24,-18,-3,83,-26,-27,6
France,2020-06-25,-18,0,72,-25,-27,6
France,2020-06-26,-17,-2,55,-23,-28,7
France,2020-06-27,-21,-6,55,-16,-2,1
France,2020-06-28,-13,5,57,-15,15,-1
France,2020-06-29,-9,0,66,-25,-28,7
France,2020-06-30,-7,2,71,-22,-26,6
France,2020-07-01,-13,0,54,-23,-26,5
France,2020-07-02,-9,6,59,-21,-27,6
France,2020-07-03,-10,0,68,-18,-26,6
France,2020-07-04,-18,-5,69,-7,-2,0
France,2020-07-05,-8,9,82,-8,9,-2
France,2020-07-06,-2,6,111,-20,-33,6
France,2020-07-07,0,6,129,-17,-32,5
France,2020-07-08,-9,1,114,-18,-27,4
France,2020-07-09,-9,4,116,-18,-31,5
France,2020-07-10,-11,0,98,-14,-32,5
France,2020-07-11,-18,-3,119,2,-4,-3
France,2020-07-12,3,21,153,-4,9,-4
France,2020-07-13,11,23,245,-24,-53,7
France,2020-07-14,-29,-39,208,-39,-76,16
France,2020-07-15,-3,13,117,-17,-30,3
France,2020-07-16,-4,8,125,-20,-33,6
France,2020-07-17,-9,0,122,-17,-33,6
France,2020-07-18,-18,-5,123,0,-2,-2
France,2020-07-19,0,16,133,-1,12,-4
France,2020-07-20,0,9,177,-19,-36,6
France,2020-07-21,-1,5,177,-20,-36,6
France,2020-07-22,-9,1,155,-20,-30,4
France,2020-07-23,-8,4,157,-20,-33,5
France,2020-07-24,-11,-1,132,-17,-33,7
France,2020-07-25,-19,-6,112,-1,-6,-1
France,2020-07-26,-1,15,129,-2,10,-3
France,2020-07-27,-1,8,184,-21,-39,7
France,2020-07-28,0,7,179,-21,-37,7
France,2020-07-29,-7,4,174,-19,-34,4
France,2020-07-30,-8,7,170,-20,-38,6
France,2020-07-31,-15,-3,139,-19,-40,7
France,2020-08-01,-21,-5,122,2,-10,-1
France,2020-08-02,1,21,136,3,6,-3
France,2020-08-03,7,15,204,-21,-47,8
France,2020-08-04,5,11,230,-21,-46,7
France,2020-08-05,-3,7,219,-21,-43,5
France,2020-08-06,-4,9,222,-22,-47,6
France,2020-08-07,-13,-1,185,-20,-47,8
France,2020-08-08,-22,-7,155,2,-14,-2
France,2020-08-09,1,24,158,0,2,-3
France,2020-08-10,4,15,245,-23,-53,8
France,2020-08-11,0,8,248,-26,-52,9
France,2020-08-12,-9,5,205,-26,-49,7
France,2020-08-13,-6,8,196,-25,-51,9
France,2020-08-14,-11,1,182,-21,-51,9
France,2020-08-15,-30,-24,157,-3,-27,0
France,2020-08-16,0,20,129,0,2,-3
France,2020-08-17,3,16,214,-22,-51,8
France,2020-08-18,1,10,219,-24,-48,8
France,2020-08-19,-9,4,180,-25,-45,7
France,2020-08-20,-9,4,202,-25,-48,7
France,2020-08-21,-14,-3,158,-22,-47,9
France,2020-08-22,-22,-10,116,-1,-13,-1
France,2020-08-23,-2,14,112,0,6,-3
France,2020-08-24,-2,7,161,-22,-41,7
France,2020-08-25,-3,4,154,-22,-40,7
France,2020-08-26,-9,0,141,-21,-35,5
France,2020-08-27,-8,3,130,-21,-38,6
France,2020-08-28,-12,-3,74,-20,-38,8
France,2020-08-29,-18,-7,44,-7,-12,1
France,2020-08-30,-8,4,43,-7,2,0
France,2020-08-31,0,7,81,-18,-34,6
France,2020-09-01,-3,7,81,-15,-33,5
France,2020-09-02,-10,4,82,-15,-29,4
France,2020-09-03,-11,2,79,-13,-30,3
France,2020-09-04,-10,-1,80,-9,-29,3
France,2020-09-05,-13,-3,75,-6,-9,-1
France,2020-09-06,-2,11,74,-5,2,-1
France,2020-09-07,-5,4,85,-10,-31,2
France,2020-09-08,-7,1,89,-9,-30,2
France,2020-09-09,-12,-1,81,-12,-27,3
France,2020-09-10,-12,0,82,-10,-28,1
France,2020-09-11,-12,-4,82,-6,-28,1
France,2020-09-12,-15,-6,86,-4,-9,-2
France,2020-09-13,-2,10,101,-1,2,-4
France,2020-09-14,-10,0,93,-11,-23,1
France,2020-09-15,-10,-1,85,-10,-22,2
France,2020-09-16,-15,-4,78,-11,-22,2
France,2020-09-17,-15,-3,75,-13,-23,2
France,2020-09-18,-14,-6,65,-8,-23,2
France,2020-09-19,-19,-9,54,-10,-9,0
France,2020-09-20,-10,1,59,-7,0,-1
France,2020-09-21,-12,-2,59,-11,-23,3
France,2020-09-22,-13,-3,52,-11,-21,3
France,2020-09-23,-18,-4,39,-13,-18,4
France,2020-09-24,-20,-4,22,-14,-19,4
France,2020-09-25,-19,-6,12,-12,-20,5
France,2020-09-26,-20,-6,11,-17,-9,3
France,2020-09-27,-24,-9,-1,-20,-5,3
France,2020-09-28,-16,-3,21,-15,-18,4
France,2020-09-29,-14,-1,29,-13,-17,4
France,2020-09-30,-16,-1,29,-12,-17,3
France,2020-10-01,-19,0,7,-13,-16,3
France,2020-10-02,-21,-5,-12,-13,-18,5
France,2020-10-03,-18,-3,-6,-15,-10,3
France,2020-10-04,-21,-6,-7,-17,-6,2
France,2020-10-05,-15,-2,6,-13,-18,3
France,2020-10-06,-14,0,7,-12,-17,3
France,2020-10-07,-17,-1,18,-13,-16,3
France,2020-10-08,-18,-2,21,-13,-16,3
France,2020-10-09,-17,-3,17,-11,-16,4
France,2020-10-10,-18,-5,16,-15,-8,2
France,2020-10-11,-22,-5,4,-19,-6,2
France,2020-10-12,-16,-4,18,-15,-17,4
France,2020-10-13,-17,1,11,-15,-17,4
France,2020-10-14,-20,-1,11,-15,-15,5
France,2020-10-15,-20,0,6,-14,-16,4
France,2020-10-16,-18,-2,8,-10,-16,5
France,2020-10-17,-23,-5,15,-13,-11,3
France,2020-10-18,-15,1,46,-10,-7,1
France,2020-10-19,-14,0,48,-21,-32,8
France,2020-10-20,-16,-2,27,-22,-31,8
France,2020-10-21,-20,-4,28,-21,-28,7
France,2020-10-22,-18,-1,31,-21,-31,8
France,2020-10-23,-21,-4,15,-21,-33,10
France,2020-10-24,-27,-7,15,-17,-16,4
France,2020-10-25,-20,2,11,-20,-11,2
France,2020-10-26,-15,0,29,-26,-37,9
France,2020-10-27,-15,2,25,-25,-36,10
France,2020-10-28,-13,11,24,-24,-31,7
France,2020-10-29,9,28,37,-13,-33,4
France,2020-10-30,-62,-22,-27,-48,-44,20
France,2020-10-31,-68,-24,-43,-52,-34,16
France,2020-11-01,-65,-26,-48,-49,-32,11
France,2020-11-02,-52,-13,-20,-42,-30,13
France,2020-11-03,-53,-12,-21,-42,-31,14
France,2020-11-04,-57,-17,-22,-44,-31,15
France,2020-11-05,-55,-11,-20,-43,-30,14
France,2020-11-06,-55,-13,-27,-44,-30,17
France,2020-11-07,-64,-19,-46,-59,-33,17
France,2020-11-08,-62,-22,-40,-61,-33,13
France,2020-11-09,-49,-13,-11,-42,-31,14
France,2020-11-10,-49,0,-15,-40,-33,13
France,2020-11-11,-74,-52,-24,-72,-81,30
France,2020-11-12,-54,-3,-19,-41,-32,14
France,2020-11-13,-54,-9,-29,-43,-32,17
France,2020-11-14,-63,-16,-36,-55,-31,16
France,2020-11-15,-66,-24,-50,-61,-34,13
France,2020-11-16,-51,-14,-18,-41,-30,13
France,2020-11-17,-51,-11,-13,-40,-30,14
France,2020-11-18,-55,-14,-12,-42,-30,14
France,2020-11-19,-53,-10,-25,-43,-29,14
France,2020-11-20,-52,-10,-29,-43,-29,16
France,2020-11-21,-59,-15,-38,-55,-29,15
France,2020-11-22,-60,-18,-37,-59,-30,12
France,2020-11-23,-48,-15,-16,-42,-29,13
France,2020-11-24,-49,-12,-16,-41,-29,13
France,2020-11-25,-53,-15,-20,-42,-29,14
France,2020-11-26,-51,-9,-20,-41,-27,13
France,2020-11-27,-50,-8,-28,-42,-27,15
France,2020-11-28,-35,-4,-20,-39,-19,10
France,2020-11-29,-31,4,-14,-47,-20,8
Greece,2020-02-15,-2,0,-12,-3,1,1
Greece,2020-02-16,7,4,22,8,2,0
Greece,2020-02-17,8,3,24,10,3,-1
Greece,2020-02-18,1,3,12,-27,-2,1
Greece,2020-02-19,5,5,17,8,4,-1
Greece,2020-02-20,8,2,7,4,4,-2
Greece,2020-02-21,-4,-5,-2,1,1,1
Greece,2020-02-22,-5,-4,-12,-6,2,2
Greece,2020-02-23,7,7,22,6,4,0
Greece,2020-02-24,5,3,27,8,3,-1
Greece,2020-02-25,1,4,13,5,3,-1
Greece,2020-02-26,2,12,15,5,3,-1
Greece,2020-02-27,3,22,8,7,3,-1
Greece,2020-02-28,0,18,7,8,1,0
Greece,2020-02-29,2,20,19,1,1,0
Greece,2020-03-01,22,31,84,-1,5,-1
Greece,2020-03-02,11,-57,152,-14,-67,4
Greece,2020-03-03,-4,7,5,5,2,-1
Greece,2020-03-04,-3,4,0,0,4,0
Greece,2020-03-05,0,7,11,4,4,0
Greece,2020-03-06,-2,4,9,-1,3,1
Greece,2020-03-07,-4,2,5,-6,2,2
Greece,2020-03-08,-4,2,5,-7,2,3
Greece,2020-03-09,-10,1,-9,-10,-1,2
Greece,2020-03-10,-6,13,1,-5,1,1
Greece,2020-03-11,-6,16,13,-13,-11,4
Greece,2020-03-12,-12,21,15,-17,-14,5
Greece,2020-03-13,-25,29,6,-26,-19,9
Greece,2020-03-14,-54,11,1,-35,-26,11
Greece,2020-03-15,-69,-14,-25,-48,-37,14
Greece,2020-03-16,-53,-2,-28,-51,-39,16
Greece,2020-03-17,-54,-14,-25,-52,-44,17
Greece,2020-03-18,-64,-20,-22,-59,-48,19
Greece,2020-03-19,-65,-15,-23,-60,-49,20
Greece,2020-03-20,-67,-12,-26,-61,-50,22
Greece,2020-03-21,-72,-24,-32,-61,-45,18
Greece,2020-03-22,-72,59,-41,-63,-41,16
Greece,2020-03-23,-77,-29,-61,-74,-57,25
Greece,2020-03-24,-76,-12,-60,-73,-58,25
Greece,2020-03-25,-86,-85,-67,-86,-84,33
Greece,2020-03-26,-78,-20,-65,-76,-58,26
Greece,2020-03-27,-79,-23,-67,-77,-58,29
Greece,2020-03-28,-80,-24,-63,-74,-52,23
Greece,2020-03-29,-80,-41,-55,-76,-53,20
Greece,2020-03-30,-66,-17,-32,-68,-54,22
Greece,2020-03-31,-71,-18,-48,-70,-56,23
Greece,2020-04-01,-73,-23,-54,-72,-57,24
Greece,2020-04-02,-72,-18,-49,-70,-57,24
Greece,2020-04-03,-78,-16,-58,-73,-57,27
Greece,2020-04-04,-84,-28,-74,-78,-54,23
Greece,2020-04-05,-85,-45,-70,-80,-55,21
Greece,2020-04-06,-73,-17,-50,-72,-56,24
Greece,2020-04-07,-75,-19,-53,-72,-56,24
Greece,2020-04-08,-72,-16,-40,-69,-55,23
Greece,2020-04-09,-71,-10,-33,-67,-55,23
Greece,2020-04-10,-72,-8,-35,-66,-55,25
Greece,2020-04-11,-75,-14,-39,-65,-47,20
Greece,2020-04-12,-74,76,-35,-67,-42,18
Greece,2020-04-13,-64,-7,-15,-64,-53,21
Greece,2020-04-14,-68,-3,-33,-65,-54,21
Greece,2020-04-15,-68,7,-41,-65,-55,22
Greece,2020-04-16,-68,26,-22,-61,-56,22
Greece,2020-04-17,-75,-2,-23,-69,-73,30
Greece,2020-04-18,-78,-7,-39,-67,-52,20
Greece,2020-04-19,-85,-54,-53,-78,-60,20
Greece,2020-04-20,-82,-80,-19,-78,-83,30
Greece,2020-04-21,-75,-12,-39,-68,-55,22
Greece,2020-04-22,-74,-14,-41,-69,-54,22
Greece,2020-04-23,-72,-12,-32,-66,-53,22
Greece,2020-04-24,-72,-8,-21,-64,-52,23
Greece,2020-04-25,-74,-9,-20,-59,-42,17
Greece,2020-04-26,-73,-3,-10,-61,-40,15
Greece,2020-04-27,-63,-4,7,-59,-47,18
Greece,2020-04-28,-65,-5,-4,-58,-48,17
Greece,2020-04-29,-64,0,-1,-58,-46,19
Greece,2020-04-30,-60,28,4,-55,-46,17
Greece,2020-05-01,-76,-69,0,-70,-77,29
Greece,2020-05-02,-72,2,-21,-57,-38,16
Greece,2020-05-03,-71,14,-7,-59,-33,15
Greece,2020-05-04,-43,4,41,-43,-38,13
Greece,2020-05-05,-46,2,38,-42,-38,13
Greece,2020-05-06,-47,4,40,-41,-36,13
Greece,2020-05-07,-48,9,31,-42,-36,14
Greece,2020-05-08,-49,9,39,-40,-36,15
Greece,2020-05-09,-54,4,45,-34,-25,9
Greece,2020-05-10,-52,36,65,-33,-22,7
Greece,2020-05-11,-28,8,70,-32,-29,10
Greece,2020-05-12,-32,9,53,-32,-29,11
Greece,2020-05-13,-34,6,70,-32,-29,10
Greece,2020-05-14,-32,11,68,-32,-29,9
Greece,2020-05-15,-38,10,61,-33,-29,11
Greece,2020-05-16,-44,7,65,-28,-18,7
Greece,2020-05-17,-52,35,87,-35,-19,5
Greece,2020-05-18,-26,9,87,-24,-23,7
Greece,2020-05-19,-30,8,62,-26,-24,7
Greece,2020-05-20,-28,11,71,-25,-24,7
Greece,2020-05-21,-32,9,30,-27,-24,8
Greece,2020-05-22,-34,11,42,-26,-23,9
Greece,2020-05-23,-38,8,56,-21,-10,5
Greece,2020-05-24,-46,43,89,-18,-8,2
Greece,2020-05-25,-13,7,70,-22,-19,5
Greece,2020-05-26,-29,1,9,-32,-19,8
Greece,2020-05-27,-24,8,28,-28,-18,8
Greece,2020-05-28,-21,12,35,-26,-16,7
Greece,2020-05-29,-21,13,37,-23,-17,7
Greece,2020-05-30,-22,8,54,-15,0,3
Greece,2020-05-31,-30,34,61,-17,3,2
Greece,2020-06-01,-15,11,51,-19,-13,5
Greece,2020-06-02,-16,10,44,-17,-12,4
Greece,2020-06-03,-16,7,54,-18,-12,4
Greece,2020-06-04,-11,14,70,-12,-12,3
Greece,2020-06-05,-14,13,60,-11,-13,3
Greece,2020-06-06,-21,8,56,-13,-3,1
Greece,2020-06-07,-11,54,135,-14,2,-1
Greece,2020-06-08,-5,-21,174,-22,-48,3
Greece,2020-06-09,-15,9,57,-16,-13,2
Greece,2020-06-10,-12,8,71,-17,-12,3
Greece,2020-06-11,-8,11,63,-16,-12,3
Greece,2020-06-12,-12,8,58,-18,-13,3
Greece,2020-06-13,-16,2,69,-17,1,1
Greece,2020-06-14,-15,39,110,-15,6,-2
Greece,2020-06-15,-4,8,88,-15,-12,2
Greece,2020-06-16,-8,9,61,-16,-11,3
Greece,2020-06-17,-8,9,68,-17,-12,3
Greece,2020-06-18,-5,6,69,-16,-12,2
Greece,2020-06-19,-9,6,68,-17,-13,2
Greece,2020-06-20,-14,0,84,-15,0,-1
Greece,2020-06-21,-13,40,106,-13,4,-3
Greece,2020-06-22,-9,4,62,-21,-14,3
Greece,2020-06-23,-9,7,50,-17,-13,3
Greece,2020-06-24,-4,7,75,-17,-11,2
Greece,2020-06-25,-2,11,80,-13,-10,2
Greece,2020-06-26,-5,11,80,-12,-12,1
Greece,2020-06-27,-11,2,93,-10,-1,-2
Greece,2020-06-28,-9,45,129,-9,5,-5
Greece,2020-06-29,6,7,121,-10,-12,0
Greece,2020-06-30,3,10,86,-11,-11,0
Greece,2020-07-01,4,8,106,-9,-14,0
Greece,2020-07-02,5,12,104,-7,-14,0
Greece,2020-07-03,-1,9,98,-7,-15,0
Greece,2020-07-04,-7,0,110,-6,-3,-3
Greece,2020-07-05,-5,49,128,-2,1,-5
Greece,2020-07-06,11,13,135,-5,-16,0
Greece,2020-07-07,6,11,103,-7,-15,0
Greece,2020-07-08,8,9,124,-7,-14,0
Greece,2020-07-09,9,11,126,-4,-14,-1
Greece,2020-07-10,2,9,112,-10,-15,0
Greece,2020-07-11,-5,1,121,-6,-2,-4
Greece,2020-07-12,1,57,159,0,4,-7
Greece,2020-07-13,17,13,165,-7,-16,-1
Greece,2020-07-14,10,9,123,-10,-16,-1
Greece,2020-07-15,15,11,146,-8,-14,-1
Greece,2020-07-16,15,14,144,-5,-14,-1
Greece,2020-07-17,6,11,127,-6,-16,-1
Greece,2020-07-18,-3,-2,130,-3,-2,-4
Greece,2020-07-19,13,84,169,6,9,-8
Greece,2020-07-20,22,10,199,-3,-17,-2
Greece,2020-07-21,13,7,152,-7,-17,-2
Greece,2020-07-22,15,8,168,-7,-16,-1
Greece,2020-07-23,15,11,165,-6,-15,-2
Greece,2020-07-24,7,10,149,-5,-17,-1
Greece,2020-07-25,-1,-1,148,1,-3,-5
Greece,2020-07-26,8,65,190,7,5,-8
Greece,2020-07-27,25,13,225,0,-19,-3
Greece,2020-07-28,16,11,175,-5,-18,-2
Greece,2020-07-29,18,12,197,-5,-18,-2
Greece,2020-07-30,19,15,186,-4,-18,-2
Greece,2020-07-31,9,13,162,-3,-20,-2
Greece,2020-08-01,-3,2,152,5,-5,-4
Greece,2020-08-02,9,72,193,11,3,-7
Greece,2020-08-03,33,19,267,2,-24,-3
Greece,2020-08-04,21,15,211,-4,-24,-2
Greece,2020-08-05,23,14,222,-5,-24,-1
Greece,2020-08-06,22,15,209,-5,-25,-1
Greece,2020-08-07,7,8,175,-8,-27,0
Greece,2020-08-08,-6,-1,142,2,-8,-2
Greece,2020-08-09,10,76,192,9,4,-4
Greece,2020-08-10,35,19,307,0,-34,-2
Greece,2020-08-11,22,11,255,-9,-34,-1
Greece,2020-08-12,25,13,280,-9,-34,0
Greece,2020-08-13,23,21,270,-8,-36,-1
Greece,2020-08-14,11,35,234,-8,-40,0
Greece,2020-08-15,-16,-61,193,-14,-38,-1
Greece,2020-08-16,12,82,231,15,-2,-8
Greece,2020-08-17,30,22,317,-4,-39,-1
Greece,2020-08-18,17,11,249,-12,-36,1
Greece,2020-08-19,18,9,265,-13,-35,1
Greece,2020-08-20,16,7,243,-13,-35,1
Greece,2020-08-21,3,4,198,-13,-35,2
Greece,2020-08-22,-7,-7,165,-1,-10,-3
Greece,2020-08-23,5,59,183,9,6,-6
Greece,2020-08-24,21,10,232,-7,-26,0
Greece,2020-08-25,8,7,164,-11,-26,1
Greece,2020-08-26,14,10,184,-11,-23,1
Greece,2020-08-27,14,11,174,-10,-23,0
Greece,2020-08-28,4,7,148,-10,-24,1
Greece,2020-08-29,-6,-4,132,-1,-5,-3
Greece,2020-08-30,3,48,154,5,6,-6
Greece,2020-08-31,18,10,175,-4,-20,-1
Greece,2020-09-01,10,9,129,-7,-17,0
Greece,2020-09-02,10,7,143,-10,-17,0
Greece,2020-09-03,9,9,132,-9,-17,0
Greece,2020-09-04,2,7,108,-9,-18,1
Greece,2020-09-05,-4,0,103,-2,-4,-2
Greece,2020-09-06,3,44,131,4,5,-4
Greece,2020-09-07,16,10,149,-5,-17,0
Greece,2020-09-08,7,8,110,-8,-16,0
Greece,2020-09-09,8,7,117,-11,-15,0
Greece,2020-09-10,9,10,116,-8,-15,-1
Greece,2020-09-11,2,8,101,-6,-16,-1
Greece,2020-09-12,-3,2,95,-2,-2,-3
Greece,2020-09-13,0,41,111,3,5,-4
Greece,2020-09-14,18,12,133,-5,-15,-2
Greece,2020-09-15,5,13,88,-8,-13,-1
Greece,2020-09-16,5,12,99,-9,-13,-1
Greece,2020-09-17,1,10,85,-10,-14,-1
Greece,2020-09-18,-12,3,51,-17,-17,3
Greece,2020-09-19,-15,-1,43,-13,-5,2
Greece,2020-09-20,-5,36,81,-4,4,1
Greece,2020-09-21,8,9,109,-6,-15,0
Greece,2020-09-22,-1,9,79,-10,-15,0
Greece,2020-09-23,-3,10,85,-12,-14,1
Greece,2020-09-24,-3,11,81,-11,-14,1
Greece,2020-09-25,-6,11,77,-9,-14,1
Greece,2020-09-26,-14,4,50,-7,-3,2
Greece,2020-09-27,-6,30,89,-1,5,0
Greece,2020-09-28,-1,10,87,-10,-14,2
Greece,2020-09-29,-3,13,66,-11,-13,1
Greece,2020-09-30,0,16,80,-11,-14,0
Greece,2020-10-01,-1,17,79,-11,-12,-1
Greece,2020-10-02,-6,13,70,-8,-13,0
Greece,2020-10-03,-9,3,73,-3,-3,-1
Greece,2020-10-04,-7,21,90,-1,1,-2
Greece,2020-10-05,0,9,93,-8,-14,0
Greece,2020-10-06,-6,9,67,-12,-14,0
Greece,2020-10-07,-5,9,75,-12,-13,0
Greece,2020-10-08,-6,12,60,-12,-12,1
Greece,2020-10-09,-9,8,58,-11,-12,1
Greece,2020-10-10,-11,1,63,-6,-3,0
Greece,2020-10-11,-8,17,84,-3,1,0
Greece,2020-10-12,-4,8,78,-11,-13,1
Greece,2020-10-13,-10,8,45,-15,-13,2
Greece,2020-10-14,-5,9,66,-13,-11,1
Greece,2020-10-15,-6,12,61,-19,-12,2
Greece,2020-10-16,-11,9,51,-9,-12,2
Greece,2020-10-17,-15,3,46,-9,-5,2
Greece,2020-10-18,-11,19,74,-6,-1,1
Greece,2020-10-19,-8,7,63,-13,-12,2
Greece,2020-10-20,-14,4,36,-17,-13,2
Greece,2020-10-21,-13,6,39,-18,-12,3
Greece,2020-10-22,-9,11,48,-13,-11,2
Greece,2020-10-23,-11,13,49,-12,-12,2
Greece,2020-10-24,-15,6,48,-8,-5,1
Greece,2020-10-25,-14,23,60,-12,-4,2
Greece,2020-10-26,-1,7,77,-14,-17,2
Greece,2020-10-27,1,31,57,-12,-15,0
Greece,2020-10-28,-33,-66,15,-55,-67,17
Greece,2020-10-29,-11,25,34,-19,-12,2
Greece,2020-10-30,-18,16,27,-20,-14,3
Greece,2020-10-31,-22,6,29,-20,-8,3
Greece,2020-11-01,-24,9,44,-19,-9,3
Greece,2020-11-02,-6,11,50,-19,-14,2
Greece,2020-11-03,-29,9,17,-25,-19,5
Greece,2020-11-04,-29,9,27,-28,-19,6
Greece,2020-11-05,-17,24,28,-20,-18,4
Greece,2020-11-06,-17,28,26,-14,-19,3
Greece,2020-11-07,-70,-7,-33,-63,-37,16
Greece,2020-11-08,-69,-12,-18,-62,-37,15
Greece,2020-11-09,-56,-2,6,-54,-37,14
Greece,2020-11-10,-60,-1,-12,-55,-39,15
Greece,2020-11-11,-59,-5,-4,-56,-39,15
Greece,2020-11-12,-59,-1,-5,-55,-38,15
Greece,2020-11-13,-63,1,-12,-57,-39,17
Greece,2020-11-14,-69,-3,-17,-63,-39,15
Greece,2020-11-15,-69,-21,-1,-63,-41,14
Greece,2020-11-16,-55,-6,12,-55,-40,14
Greece,2020-11-17,-59,-8,-3,-56,-43,16
Greece,2020-11-18,-61,-9,-18,-60,-42,17
Greece,2020-11-19,-63,-8,-24,-60,-43,17
Greece,2020-11-20,-65,-4,-26,-61,-43,19
Greece,2020-11-21,-69,-4,-27,-64,-38,16
Greece,2020-11-22,-72,-21,-21,-67,-41,15
Greece,2020-11-23,-56,-9,3,-57,-41,15
Greece,2020-11-24,-60,-8,-16,-58,-42,16
Greece,2020-11-25,-60,-7,-17,-60,-41,16
Greece,2020-11-26,-59,-4,-10,-62,-42,16
Greece,2020-11-27,-61,0,-13,-57,-41,17
Greece,2020-11-28,-64,2,-8,-59,-35,14
Greece,2020-11-29,-72,-19,-30,-67,-39,15
Ireland,2020-02-15,-11,-6,-36,-12,-4,3
Ireland,2020-02-16,-6,-7,-29,-6,-1,2
Ireland,2020-02-17,8,1,12,0,-8,2
Ireland,2020-02-18,6,-2,12,0,-7,1
Ireland,2020-02-19,2,-3,-5,-2,-9,2
Ireland,2020-02-20,8,-1,12,-1,-12,2
Ireland,2020-02-21,1,-3,-1,-1,-13,3
Ireland,2020-02-22,-2,0,-4,-1,-1,0
Ireland,2020-02-23,-3,-2,1,1,0,0
Ireland,2020-02-24,1,3,3,1,1,0
Ireland,2020-02-25,-2,3,6,0,3,0
Ireland,2020-02-26,-1,0,9,1,2,0
Ireland,2020-02-27,4,3,15,4,2,0
Ireland,2020-02-28,3,5,0,4,1,0
Ireland,2020-02-29,-12,-3,-28,-9,-3,3
Ireland,2020-03-01,3,3,-5,2,2,0
Ireland,2020-03-02,4,4,12,1,1,0
Ireland,2020-03-03,8,5,29,2,3,-1
Ireland,2020-03-04,5,4,25,1,1,0
Ireland,2020-03-05,4,4,15,0,2,0
Ireland,2020-03-06,3,7,10,0,1,0
Ireland,2020-03-07,-3,3,-1,-4,0,1
Ireland,2020-03-08,0,2,0,-4,0,0
Ireland,2020-03-09,-3,3,-13,-6,0,2
Ireland,2020-03-10,3,11,15,-3,1,1
Ireland,2020-03-11,-3,11,-3,-9,-1,2
Ireland,2020-03-12,-3,33,-13,-14,-3,3
Ireland,2020-03-13,-19,10,1,-30,-26,12
Ireland,2020-03-14,-32,2,-15,-34,-12,9
Ireland,2020-03-15,-36,7,20,-35,-16,9
Ireland,2020-03-16,-26,15,21,-45,-49,18
Ireland,2020-03-17,-59,-24,67,-62,-80,29
Ireland,2020-03-18,-46,-9,14,-52,-46,20
Ireland,2020-03-19,-48,-10,29,-54,-48,22
Ireland,2020-03-20,-53,-9,16,-57,-48,23
Ireland,2020-03-21,-59,-3,-12,-59,-39,17
Ireland,2020-03-22,-59,-11,39,-53,-39,13
Ireland,2020-03-23,-49,-18,7,-61,-51,21
Ireland,2020-03-24,-51,-9,10,-62,-53,22
Ireland,2020-03-25,-60,-18,13,-63,-55,24
Ireland,2020-03-26,-60,-16,15,-65,-56,25
Ireland,2020-03-27,-63,-13,0,-66,-56,26
Ireland,2020-03-28,-80,-22,-59,-75,-53,21
Ireland,2020-03-29,-83,-37,-59,-78,-52,19
Ireland,2020-03-30,-73,-29,-37,-76,-68,29
Ireland,2020-03-31,-73,-25,-22,-74,-70,30
Ireland,2020-04-01,-75,-26,-31,-75,-70,31
Ireland,2020-04-02,-74,-23,-38,-76,-70,33
Ireland,2020-04-03,-74,-22,-35,-76,-69,34
Ireland,2020-04-04,-78,-23,-46,-74,-56,22
Ireland,2020-04-05,-81,-33,-59,-79,-52,20
Ireland,2020-04-06,-68,-24,-9,-74,-69,29
Ireland,2020-04-07,-66,-15,6,-71,-69,28
Ireland,2020-04-08,-69,-17,-10,-72,-69,29
Ireland,2020-04-09,-68,-12,-24,-73,-69,31
Ireland,2020-04-10,-73,-18,-26,-76,-74,34
Ireland,2020-04-11,-76,-12,-31,-70,-54,21
Ireland,2020-04-12,-90,-58,-69,-82,-56,21
Ireland,2020-04-13,-77,-38,-15,-80,-86,34
Ireland,2020-04-14,-68,-20,-1,-71,-68,28
Ireland,2020-04-15,-69,-22,-5,-71,-68,29
Ireland,2020-04-16,-84,-17,-7,-66,-67,31
Ireland,2020-04-17,-85,-19,-26,-68,-66,33
Ireland,2020-04-18,-87,-21,-46,-65,-51,22
Ireland,2020-04-19,-88,-31,-36,-66,-47,19
Ireland,2020-04-20,-83,-22,6,-65,-65,28
Ireland,2020-04-21,-83,-17,10,-63,-65,28
Ireland,2020-04-22,-83,-18,0,-63,-65,28
Ireland,2020-04-23,-82,-15,1,-64,-65,28
Ireland,2020-04-24,-83,-15,-8,-64,-65,31
Ireland,2020-04-25,-85,-16,-19,-58,-48,19
Ireland,2020-04-26,-87,-28,-43,-67,-45,18
Ireland,2020-04-27,-81,-19,13,-63,-64,27
Ireland,2020-04-28,-81,-16,9,-62,-64,24
Ireland,2020-04-29,-83,-20,-28,-67,-65,29
Ireland,2020-04-30,-73,-15,-27,-67,-65,28
Ireland,2020-05-01,-74,-16,-22,-66,-64,31
Ireland,2020-05-02,-77,-15,-14,-56,-45,19
Ireland,2020-05-03,-77,-21,-11,-59,-41,17
Ireland,2020-05-04,-74,-25,40,-69,-83,32
Ireland,2020-05-05,-68,-11,18,-60,-62,26
Ireland,2020-05-06,-69,-12,21,-59,-62,27
